Date,Open,High,Low,Close,Volume,Adj close
2001-05-31,14.950000,15.050000,14.270000,7.200000,0,5.805850
2001-06-30,14.600000,14.600000,12.790000,13.890000,0,5.600226
2001-07-31,14.050000,14.940000,13.420000,14.600000,0,5.886487
2001-08-31,14.700000,14.930000,11.150000,13.630000,0,5.495399
2001-09-30,13.450000,14.800000,12.860000,13.920000,0,5.612322
2001-10-31,13.820000,14.250000,12.620000,13.130000,0,5.293807
2001-11-30,13.110000,14.150000,12.830000,14.080000,0,5.676832
2001-12-31,13.950000,15.270000,13.510000,15.110000,0,6.092111
2002-01-31,15.180000,16.230000,14.560000,15.840000,0,6.386437
2002-02-28,15.780000,17.000000,15.550000,16.799999,0,6.773491
2002-03-31,16.990000,17.290001,16.150000,17.049999,0,6.874286
2002-04-30,17.010000,17.270000,16.080000,16.299999,0,6.571900
2002-05-31,16.320000,16.600000,14.760000,16.100000,0,6.491262
2002-06-30,16.049999,16.900000,12.780000,15.410000,0,6.518786
2002-07-31,15.450000,16.410000,14.540000,15.440000,0,6.531477
2002-08-31,15.280000,16.090000,12.850000,13.880000,0,5.871561
2002-09-30,14.000000,15.380000,13.170000,14.020000,0,5.930784
2002-10-31,13.910000,14.670000,13.260000,14.620000,0,6.184599
2002-11-30,14.620000,15.410000,13.950000,15.150000,0,6.408801
2002-12-31,15.150000,15.830000,13.060000,14.090000,0,5.960397
2003-01-31,14.190000,14.300000,13.050000,13.770000,0,5.825030
2003-02-28,13.800000,13.810000,11.790000,12.240000,0,5.177804
2003-03-31,12.320000,13.770000,12.300000,12.770000,0,5.402005
2003-04-30,12.890000,13.910000,12.620000,13.720000,0,5.803879
2003-05-31,13.850000,14.440000,13.060000,13.170000,0,5.571215
2003-06-30,13.200000,13.470000,12.770000,13.110000,0,5.859488
2003-07-31,13.150000,14.150000,12.810000,13.760000,0,6.150004
2003-08-31,13.790000,14.070000,13.000000,13.120000,0,5.863960
2003-09-30,13.170000,13.990000,13.110000,13.660000,0,6.105309
2003-10-31,13.680000,14.290000,13.680000,14.220000,0,6.355601
2003-11-30,14.250000,15.250000,14.180000,14.960000,0,6.686342
2003-12-31,15.050000,15.470000,14.620000,14.950000,0,6.681872
2004-01-31,15.010000,15.990000,14.840000,15.770000,0,7.048370
2004-02-29,15.940000,16.680000,15.620000,16.360001,0,7.312069
2004-03-31,16.420000,17.469999,16.129999,16.959999,0,7.580237
2004-04-30,16.830000,17.450001,16.230000,16.790001,0,7.504258
2004-05-31,16.879999,17.980000,16.240000,16.320000,0,7.294190
2004-06-30,16.430000,17.180000,16.150000,17.100000,0,7.975492
2004-07-31,17.049999,17.170000,16.340000,16.809999,0,7.840235
2004-08-31,16.900000,18.690001,16.879999,18.040001,0,8.413911
2004-09-30,18.100000,18.889999,17.570000,17.799999,0,8.301973
2004-10-31,17.850000,18.809999,17.830000,18.469999,0,8.614465
2004-11-30,18.459999,18.690001,17.860001,18.420000,0,8.591145
2004-12-31,18.410000,18.740000,17.840000,18.639999,0,8.693751
2005-01-31,18.600000,19.700001,18.540001,19.700001,0,9.188144
2005-02-28,19.670000,20.639999,19.660000,20.030001,0,9.342053
2005-03-31,20.100000,20.799999,19.049999,19.510000,0,9.099524
2005-04-30,19.580000,20.990000,19.260000,20.760000,0,9.682529
2005-05-31,20.840000,22.190001,20.820000,21.309999,0,9.939048
2005-06-30,21.309999,23.750000,21.250000,23.430000,0,11.392397
2005-07-31,23.379999,24.389999,23.150000,24.000000,0,11.669550
2005-08-31,24.010000,25.180000,23.670000,24.709999,0,12.014774
2005-09-30,24.690001,24.790001,21.320000,22.360001,0,10.872131
2005-10-31,22.230000,23.730000,21.969999,23.000000,0,11.419918
2005-11-30,23.129999,24.020000,23.129999,23.430000,0,11.633423
2005-12-31,23.530001,25.190001,23.450001,24.879999,0,12.353370
2006-01-31,24.840000,24.900000,23.750000,23.959999,0,11.896579
2006-02-28,24.080000,24.240000,22.910000,23.480000,0,11.658248
2006-03-31,23.570000,25.010000,23.250000,24.200001,0,12.015740
2006-04-30,24.389999,24.760000,22.410000,23.490000,0,11.663211
2006-05-31,23.500000,23.790001,21.520000,23.030001,0,11.434814
2006-06-30,23.150000,24.070000,22.570000,24.010000,0,12.272826
2006-07-31,24.190001,24.510000,23.680000,23.900000,0,12.216604
2006-08-31,23.799999,24.020000,22.420000,23.370001,0,11.945690
2006-09-30,23.490000,24.410000,22.870001,23.629999,0,12.078590
2006-10-31,23.690001,25.250000,23.219999,24.719999,0,12.955640
2006-11-30,24.850000,25.879999,24.340000,25.480000,0,13.353955
2006-12-31,25.480000,25.799999,24.250000,24.700001,0,12.945155
2007-01-31,24.850000,25.000000,23.100000,23.150000,0,12.132807
2007-02-28,23.200001,24.450001,22.469999,24.360001,0,12.766966
2007-03-31,24.200001,24.850000,24.010000,24.430000,0,12.803653
2007-04-30,24.430000,26.600000,24.410000,26.280001,0,13.773230
2007-05-31,26.330000,27.330000,26.030001,26.900000,0,14.098166
2007-06-30,26.830000,28.950001,25.299999,25.780001,0,13.842840
2007-07-31,25.270000,25.660000,22.990000,25.379999,0,13.628054
