Date,Open,High,Low,Close,Volume,Adj close
1981-02-01,0.477679,0.515625,0.424107,26.500000,0,0.390128
1981-03-01,0.475446,0.482143,0.386161,24.500000,0,0.360685
1981-04-01,0.435268,0.524554,0.433036,28.374998,0,0.417732
1981-05-01,0.506696,0.593750,0.479911,33.125000,0,0.487661
1981-06-01,0.591518,0.593750,0.464286,26.000000,0,0.382768
1981-07-01,0.462054,0.468750,0.397321,25.000000,0,0.368046
1981-08-01,0.446429,0.464286,0.337054,20.125000,0,0.296277
1981-09-01,0.381696,0.390625,0.254464,15.250000,0,0.224508
1981-10-01,0.272321,0.359375,0.272321,20.000000,0,0.294437
1981-11-01,0.357143,0.359375,0.319196,18.625000,0,0.274194
1981-12-01,0.332589,0.410714,0.323661,22.125000,0,0.325721
1982-01-01,0.395089,0.395089,0.319196,20.375000,0,0.299957
1982-02-01,0.363839,0.366071,0.325893,18.250000,0,0.268673
1982-03-01,0.328125,0.330357,0.252232,16.875000,0,0.248431
1982-04-01,0.316964,0.319196,0.261161,14.750000,0,0.217147
1982-05-01,0.272321,0.292411,0.250000,14.000000,0,0.206106
1982-06-01,0.247768,0.252232,0.227679,12.750000,0,0.187703
1982-07-01,0.227679,0.258929,0.196429,13.500000,0,0.198745
1982-08-01,0.247768,0.323661,0.218750,18.000000,0,0.264993
1982-09-01,0.314732,0.339286,0.310268,18.250000,0,0.268673
1982-10-01,0.330357,0.477679,0.321429,25.375000,0,0.373566
1982-11-01,0.453125,0.607143,0.448661,31.874998,0,0.469258
1982-12-01,0.569196,0.622768,0.493304,29.875000,0,0.439815
1983-01-01,0.533482,0.750000,0.486607,40.875000,0,0.601755
1983-02-01,0.729911,0.868304,0.718750,45.625000,0,0.671684
1983-03-01,0.814732,0.843750,0.716518,42.250000,0,0.621997
1983-04-01,0.754464,0.941964,0.689732,50.500000,0,0.743452
1983-05-01,0.901786,1.089286,0.850446,57.750000,0,0.850186
1983-06-01,1.031250,1.129464,0.816964,48.875000,0,0.719530
1983-07-01,0.872768,0.888393,0.604911,34.875000,0,0.513424
1983-08-01,0.622768,0.665179,0.535714,37.250000,0,0.548388
1983-09-01,0.665179,0.709821,0.395089,23.125000,0,0.340442
1983-10-01,0.412946,0.428571,0.319196,22.625000,0,0.333081
1983-11-01,0.404018,0.430804,0.308036,20.375000,0,0.299957
1983-12-01,0.363839,0.450893,0.352679,24.375000,0,0.358845
1984-01-01,0.435268,0.526786,0.412946,24.750000,0,0.364365
1984-02-01,0.441964,0.493304,0.399554,26.250000,0,0.386448
1984-03-01,0.468750,0.500000,0.437500,24.750000,0,0.364365
1984-04-01,0.441964,0.560268,0.410714,31.375000,0,0.461897
1984-05-01,0.566964,0.613839,0.500000,29.375002,0,0.432454
1984-06-01,0.524554,0.549107,0.433036,26.500000,0,0.390128
1984-07-01,0.473214,0.493304,0.433036,25.500000,0,0.375407
1984-08-01,0.455357,0.551339,0.428571,26.500000,0,0.390128
1984-09-01,0.473214,0.517857,0.439732,25.125000,0,0.369886
1984-10-01,0.446429,0.488839,0.401786,24.875000,0,0.366206
1984-11-01,0.446429,0.473214,0.390625,24.750000,0,0.364365
1984-12-01,0.441964,0.522321,0.435268,29.125000,0,0.428773
1985-01-01,0.520089,0.555804,0.497768,29.000000,0,0.426933
1985-02-01,0.517857,0.549107,0.441964,24.750000,0,0.364365
1985-03-01,0.441964,0.464286,0.370536,22.125000,0,0.325721
1985-04-01,0.395089,0.410714,0.350446,21.250000,0,0.312839
1985-05-01,0.379464,0.397321,0.301339,17.375000,0,0.255792
1985-06-01,0.303571,0.330357,0.263393,18.000000,0,0.264993
1985-07-01,0.323661,0.325893,0.283482,15.875000,0,0.233709
1985-08-01,0.283482,0.287946,0.258929,15.000000,0,0.220827
1985-09-01,0.267857,2.000000,0.263393,15.750000,0,0.231869
1985-10-01,0.281250,0.343750,0.267857,18.625000,0,0.274194
1985-11-01,0.332589,0.370536,0.332589,20.125000,0,0.296277
1985-12-01,0.359375,0.408482,0.343750,22.000000,0,0.323880
1986-01-01,0.392857,0.441964,0.388393,23.125000,0,0.340442
1986-02-01,0.412946,0.477679,0.408482,25.000000,0,0.368046
1986-03-01,0.446429,0.529018,0.433036,28.250000,0,0.415892
1986-04-01,0.504464,0.584821,0.468750,30.250002,0,0.445336
1986-05-01,0.540179,0.669643,0.531250,37.000000,0,0.544708
1986-06-01,0.660714,0.698661,0.580357,35.875000,0,0.528146
